"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 25 23:51:20 CEST 2023","Wed Oct 25 23:51:46 CEST 2023","26170","","Connexion à Facebook","","Connexion à Facebook","Connexion réussie à Facebook","Connexion réussie à Facebook",""
